202,RE04DXHERXR4AXXL4XXK,2014-08-19,,P040149900002010
203,RE04DXHERXR4AXXL4XXK,2014-08-19,,P040149900002010
204,RE04DXHERXR4AXXL4XXK,2014-08-19,,P040149900002010
205,RE04DXHERXR4AXXL4XXK,2014-08-19,,P040149900002010
206,RE04DXHERXR4AXXL4XXK,2014-08-19,,P040149900002010
207,RE04DXHERXR4AXXL4XXK,2014-08-19,,P040149956003060
208,RE04DXHERXR4AXXL4XXK,2014-08-19,,P040149956003020
209,RE04DXHERXR4AXXL4XXK,2014-08-19,,P040149956003020
210,RE04DXHERXR4AXXL4XXK,2014-08-19,,P040149956003020
211,RE04DXHERXR4AXXL4XXK,2014-08-19,,P040149956003050
212,RE06CXHERXX4AXXL4XXK,2014-08-22,,P040149900002010
213,RE06CXHERXX4AXXL4XXK,2014-08-22,,P040149900002010
214,RE06CXHERXX4AXXL4XXK,2014-08-22,,P040149900002010
215,RE16NXHERXR4AXXL4XXV,2014-08-26,,P040149954001040
216,RE16NXHERXR4AXXL4XXV,2014-08-26,,P040149954001040
217,RE16NXHERXR4AXXL4XXV,2014-08-26,,P040149954001040
218,RE16NXHERXR4AXXL4XXV,2014-08-26,,P040149954001040
219,RE16NXHERXR4AXXL4XXV,2014-08-26,,P040149954001040
220,RE16NXHERXR4AXXL4XXV,2014-08-26,,P040149954001090
221,RE16NXHERXR4AXXL4XXV,2014-08-26,,P040149954001090
222,RE16NXHERXR4AXXL4XXV,2014-08-26,,P04014995400106
223,RE16NXHERXR4AXXL4XXV,2014-08-26,,P04014995400108
224,RE16NXHERXR4AXXL4XXV,2014-08-26,,P04014995400102
225,RE16NXHERXR4AXXL4XXV,2014-08-26,,P04014995400112
226,RE16NXHERXR4AXXL4XXV,2014-08-26,,P04014995400105
227,RFBH2HER5R4CXXL3XX,2014-09-05,FALSE,1.23457E+12
228,RE16NXHERXR4AXXL4XXV,2014-09-05,,P040149954001100
229,RE16NXHERXR4AXXL4XXV,2014-09-05,,P040149954001100
230,,2014-09-05,,
231,R3FLH2HERXR4AXXL4XXO,2014-09-12,FALSE,P040154802001010
232,R3FLH2HERXR4AXXL4XXO,2014-09-12,FALSE,P040154802001010
233,R3FLH2HERXR47XXL4XXO,2014-09-12,FALSE,P040154802001010
234,R3FLH2HERXR47XXL4XXO,2014-09-12,FALSE,P040154802001010
235,R3FLH2HERXR47XXL4XXO,2014-09-12,FALSE,P040154802001010
236,RE16OXHERXR4AXXL4XXV,2014-09-17,,P040149954001030
237,RE16OXHERXR4AXXL4XXV,2014-09-17,,P040149954001030
238,RE16OXHERXR4AXXL4XXV,2014-09-17,,P040149954001030
239,RE16OXHERXR4AXXL4XXV,2014-09-17,,P040149954001100
240,RE16OXHERXR4AXXL4XXV,2014-09-17,,P040149954001100
241,RE16OXHERXR47XXL4XXV,2014-09-17,,P040149954001100
242,RE16OXHERXR47XXL4XXV,2014-09-17,,P040149954001130
243,RE16OXHERXR47XXL4XXV,2014-09-17,,P040149954001130
244,RE16OXHERXR47XXL4XXV,2014-09-17,,P040149954001130
245,RE16OXHERXR47XXL4XXV,2014-09-17,,P040149954001070
246,RE16OXHERXR4AXXL4XXV,2014-09-17,,P040149954001140
247,RE16OXHERXR47XXL4XXV,2014-09-17,,P040149954001110
248,RE16OXHERXR4AXXL4XXV,2014-09-17,,P040149954001110
249,RE16OXHERXR4AXXL4XXV,2014-09-17,,P040149954001010
250,RE16OXHERXR4AXXL4XXV,2014-09-17,,P040149954001110
251,RE16OXHERXR4AXXL4XXV,2014-09-17,,P040149954001070
252,RE16OXHERXR4AXXL4XXV,2014-09-17,,P040149954001130
253,RE16OXHERXR4AXXL4XXV,2014-09-17,,P040149954001100
254,R3FLH2HERXR4AXXL4XXO,2014-09-19,FALSE,P040154802001020
255,R3OP1XXXXX2AXXL3XXV,2014-09-25,FALSE,P040152318003010
256,R3FLG2HERXR4AXXL4XXO,2014-09-25,FALSE,P040154802001030
257,R3HOQ2XXXXX2AXXL3XXV,2014-09-25,FALSE,P040152318003010
258,REELEXHERXR4AXXL4XXK,2014-10-14,FALSE,P040149955002010
259,REELEXHERXR4AXXL4XXK,2014-10-14,FALSE,P040149955002010
260,REDLEXHERXR4AXXL4XXC,2014-10-14,FALSE,P040149956003040
261,REDLEXHERXR4AXXL4XXC,2014-10-14,FALSE,P040149956003010
262,REDLEXHERXR4AXXL4XXC,2014-10-14,FALSE,P040149956003030
263,REDLEXHERXR4AXXL4XXC,2014-10-14,FALSE,P040149956003030
264,R3FLK3HERXR4AXXL3X6O,2014-10-24,TRUE,P040157639001040
265,R3FLK3HERXR4AXXL3X6O,2014-10-24,TRUE,
266,R3FLK3HERXR4AXXL3X6O,2014-10-24,TRUE,P040157639001100
267,R3FLK3HERXR4AXXL3X6O,2014-10-24,TRUE,P040157639001110
268,R3FLK3HERXR4AXXL3X6O,2014-10-24,TRUE,P040157639001050
269,R3FLK3HERXR4AXXL3X6O,2014-10-24,TRUE,P040157639001070
270,R3FLK3HERXR4AXXL3X6O,2014-10-24,TRUE,P040157639001020
271,R3FLK3HERXR4AXXL3X6O,2014-10-24,TRUE,P040157639001010
272,R3FLK3HERXR4AXXL3X6O,2014-10-24,TRUE,P040157639001010
273,R3FLK3HERXR4AXXL3X6O,2014-10-24,TRUE,P040157639001010
274,R3FLK3HERXR4AXXL3X6O,2014-10-24,TRUE,P040157639001010
275,R3FLK3HERXR4AXXL3X6O,2014-10-24,TRUE,P040157639001010
276,R3FLK3HERXR4AXXL3X6O,2014-10-24,TRUE,P040157639001010
277,R3FLK3HERXR4AXXL3X6O,2014-10-24,TRUE,P040157639001010
278,R3FLK3HERXR4AXXL3X6O,2014-10-24,TRUE,P040157639001010
279,R3FLK3HERXR4AXXL3X6O,2014-10-24,TRUE,P040157639001010
280,R3FLK3HERXR4AXXL3X6O,2014-10-24,TRUE,P040157639001010
281,R3FLK3HERXR4AXXL3X6O,2014-10-24,TRUE,P040157639001010
282,R3FLK3HERXR4AXXL3X6O,2014-10-24,TRUE,P040157639001010
283,R3FLK3HERXR4AXXL3X6O,2014-10-24,TRUE,P040157639001010
284,R3FLK3HERXR4AXXL3X6O,2014-10-24,TRUE,P040157639001030
285,R3FLK3HERXR4AXXL3X6O,2014-10-24,TRUE,P040157639001080
286,R3FLK3HERXR4AXXL3X6O,2014-10-24,TRUE,P040157639001060
287,XXXXXXXXXXXXXXXXXXXX,2014-10-30,FALSE,XXXXXXXXXXXXXXXX
288,R106DXXXXXXXXXXXXXXX,2014-10-30,FALSE,XXXXXXXXXXXXXXXX
289,R106CXEERXX4AXXL3XXK,2014-11-08,TRUE,P040157463001090
290,R106CXEERXX4AXXL3XXK,2014-11-08,TRUE,611000002482-002
291,R106CXEERXX4AXXL3XXK,2014-11-08,TRUE,6.11E+14
292,R106CXEERXX4AXXL3XXK,2014-11-08,TRUE,P040157463001110
293,R106CXEERXX4AXXL3XXK,2014-11-08,TRUE,P040157463001070
294,R106CXEERXX4AXXL3XXK,2014-11-08,TRUE,P040157463001080
295,R106CXEERXX4AXXL3XXK,2014-11-08,TRUE,P040157463001010
296,R106CXEERXX4AXXL3XXK,2014-11-08,TRUE,P040157463001130
297,R106CXEERXX4AXXL3XXK,2014-11-08,TRUE,P040157463001120
298,R106CXEERXX4AXXL3XXK,2014-11-08,TRUE,P040157463001040
299,R106CXEERXX4AXXL3XXK,2014-11-08,TRUE,P040157463001060
300,R106CXEERXX4AXXL3XXK,2014-11-08,TRUE,P040157463001100
301,R106CXEERXX4AXXL3XXK,2014-11-08,TRUE,P040157463001050
302,R106CXEERXX4AXXL3XXK,2014-11-08,TRUE,P040157463001030
303,R106CXEERXX4AXXL3XXK,2014-11-08,TRUE,P040157463001020
304,R3FLK3HERXR47XXL3X6O,2014-11-21,TRUE,611000002991-004
305,R3FLK3HERXR47XXL3X6O,2014-11-21,TRUE,611000002991-008
306,R3FLK3HERXR47XXL3X6O,2014-11-21,TRUE,611000002991-002
307,R3FLK3HERXR47XXL3X6O,2014-11-21,TRUE,611000002991-001
308,R3FLK3HERXR47XXL3X6O,2014-11-21,TRUE,611000002816-004
309,R3FLK3HERXR47XXL3X6O,2014-11-21,TRUE,611000002816-010
310,R3FLK3HERXR47XXL3X6O,2014-11-21,TRUE,611000002991-006
311,R3FLK3HERXR47XXL3X6O,2014-11-21,TRUE,611000002816-003
312,R3FLK3HERXR47XXL3X6O,2014-11-21,TRUE,611000002991-005
313,R3FLK3HERXR47XXL3X6O,2014-12-02,TRUE,611000002816-001
314,R3FLK3HERXR47XXL3X6O,2014-12-04,TRUE,611000002991-009
315,R3FLK3HERXR47XXL3X6O,2014-12-04,TRUE,611000002816-006
316,R3FLK3HERXR47XXL3X6O,2014-12-04,TRUE,611000002816-002
317,R3FLK3HERXR47XXL3X6O,2014-12-04,TRUE,611000002816-005
318,R3FLK3HERXR47XXL3X6O,2014-12-04,TRUE,611000002816-007
319,R3FLK3HERXR47XXL3X6O,2014-12-04,TRUE,611000002991-007
320,R3FLK3HERXR47XXL3X6O,2014-12-05,TRUE,611000002991-010
321,R3FLK3HERXR47XXL3X6O,2014-12-05,TRUE,611000002816-009
322,R3FLK3HERXR47XXL3X6O,2014-12-05,TRUE,611000002816-008
